country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,record_keeping_ord,financial_formality_index,insurance_coverage_score,attitude_optimism_score,financial_access_score,has_insurance_bin,medical_insurance_bin,funeral_insurance_bin,motor_vehicle_insurance_bin,has_credit_card_bin,insurance_count,insurance_age,insurance_ratio,profit_margin,has_loan_account_bin,debt_ratio,age_country,owner_age_country_A,owner_age_country_B,owner_age_country_C,insurance_country,has_insurance_country_D,total_economic_capacity,cash_flow_ratio,credit_intensity,digital_finance_score,financial_strength_index,financial_access_country,high_compliance_record,insurance_country_weighted
D,47,Yes,No,No,Don't know,Don't know,70.0,720.0,840.0,6.0,Never had,Unknown,Unknown,Yes,Female,No,Yes,Never had,No,Don't know,Do not know / N‎/A,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,2.0,Never had,Never had,Yes,Unknown,Unknown,1.0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714268707483,,0.0,188,0,0,0,0.0,0.0,910.0,1.1650485436893203,0,0,1,0.0,0,0.0
C,64,Yes,Yes,No,Yes,Yes,70000.0,30000.0,2100000.0,,Unknown,Have now,No,Yes,Female,No,No,Never had,No,Yes,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.75,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9857142857138165,0.0,0.0,192,0,0,64,0.0,0.0,2170000.0,69.99766674444186,0,0,1,0.8,0,0.0
A,48,Yes,No,No,No,Yes,2600.0,3000.0,8000.0,1.0,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,0.0,Never had,Have now,Unknown,Never had,Never had,0.0,0,1,1.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,0.2,0.6249999999218749,0.0,0.0,48,48,0,0,0.0,0.0,10600.0,2.6657780739753414,1,0,1,0.0,0,1.0
B,76,Yes,No,No,Yes,No,800.0,97.0,97.0,3.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Have now,Used to have but don’t have now,0.0,0,0,1.25,0.0,,,,0.0,,0.0,0.0,0.0,0.0,,0.0,152,0,76,0,,,897.0,0.9897959183673469,0,0,0,0.0,0,0.0
B,43,Yes,No,Yes,Don't know,Don't know,1200.0,300.0,200.0,4.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Yes,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,No,Have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,-0.4999999975,,0.0,86,0,43,0,,,1400.0,0.6644518272425249,0,0,0,0.9,0,0.0
C,38,No,No,Yes,Yes,Yes,500000.0,120000.0,450000.0,1.0,Unknown,Never had,No,Yes,Male,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Don't know,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,No,Unknown,Unknown,2.0,0,0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.7333333333317037,0.0,0.0,114,0,0,38,0.0,0.0,950000.0,3.7499687502604147,0,0,1,0.0,0,0.0
A,37,Yes,No,No,No,Yes,1000.0,1800.0,3000.0,0.0,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Unknown,Yes,Never had,Never had,Never had,Unknown,3.0,Never had,Never had,Unknown,Never had,Never had,3.0,1,0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999998666667,0.0,0.0,37,37,0,0,0.0,0.0,4000.0,1.665741254858412,1,0,1,1.0,0,0.0
B,44,Yes,Yes,No,No,No,4200.0,4000.0,4200.0,1.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Don't know,Yes,Yes,Yes,Used to have but don’t have now,Used to have but don’t have now,Have now,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.04761904760770975,0.0,0.0,88,0,44,0,,,8400.0,1.0497375656085979,0,1,1,0.9,0,0.0
B,67,Yes,No,No,Yes,Yes,1400.0,150.0,500.0,3.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.6999999986000001,,0.0,134,0,67,0,,,1900.0,3.3112582781456954,0,0,1,0.9,0,0.0
A,31,Yes,Yes,Yes,Yes,Yes,7000.0,11000.0,17000.0,4.0,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,Yes,Unknown,Yes,Never had,Never had,Never had,Unknown,2.0,Never had,Never had,Unknown,Never had,Never had,3.0,1,0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352941176449827,0.0,0.0,31,31,0,0,0.0,0.0,24000.0,1.5453140623579675,1,0,1,1.0,1,0.0
B,70,Yes,No,No,Yes,Yes,200.0,1000.0,1200.0,40.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Don't know,No,Yes,Unknown,Unknown,Unknown,Yes,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,0,0,0.75,0.0,,,,0.0,,0.0,0.0,0.0,0.16666666652777776,,0.0,140,0,70,0,,,1400.0,1.1988011988011988,0,0,1,0.0,0,0.0
D,19,No,Yes,No,No,Yes,400.0,1800.0,3360.0,2.0,Never had,Have now,Unknown,Yes,Female,No,No,Never had,"Yes, always",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,0.0,Have now,Have now,Unknown,Unknown,Unknown,3.0,1,2,1.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,38.0,0.4,0.46428571414753406,,0.0,76,0,0,0,0.0,0.0,3760.0,1.8656302054414213,0,0,1,0.7,0,1.4
B,48,No,Don’t know or N/A,No,Don't know,Don't know,250.0,100.0,150.0,10.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Don't know,Yes,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Have now,0.0,0,0,0.25,0.0,,,,0.0,,0.0,0.0,0.0,0.33333333111111113,,0.0,96,0,48,0,,,400.0,1.4851485148514851,0,0,1,0.0,0,0.0
D,68,No,No,No,No,Yes,500.0,3600.0,9600.0,9.0,Never had,Unknown,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,2.0,Used to have but don’t have now,Used to have but don’t have now,Yes,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,136.0,0.4,0.6249999999348959,,0.0,272,0,0,0,0.0,0.0,10100.0,2.6659261316301026,1,0,1,0.0,0,1.4
A,38,Yes,Yes,No,No,Yes,200.0,250.0,500.0,1.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,Don't know,Yes,Unknown,Yes,Have now,Never had,Never had,Unknown,2.0,Never had,Never had,Unknown,Never had,Never had,0.0,2,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999900000003,1.0,0.1999999996,38,38,0,0,0.0,0.0,700.0,1.9920318725099602,2,0,2,2.0,0,0.0
D,61,No,No,No,Yes,Yes,150.0,12.0,1800.0,5.0,Never had,Have now,Unknown,Yes,Female,No,Don't know,Never had,"Yes, sometimes",Yes,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Have now,Yes,Unknown,Unknown,0.0,1,1,0.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,61.0,0.2,0.9933333327814814,,0.0,244,0,0,0,0.0,0.0,1950.0,138.46153846153845,0,0,1,0.7,0,0.7
D,45,No,No,No,Don't know,Yes,80.0,1080.0,1800.0,1.0,Never had,Unknown,Unknown,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999997777777,,0.0,180,0,0,0,0.0,0.0,1880.0,1.6651248843663276,1,0,1,0.0,0,0.0
B,45,Yes,No,No,Yes,No,3000.0,1000.0,3000.0,10.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.6666666664444445,,0.0,90,0,45,0,,,6000.0,2.997002997002997,0,0,1,0.9,0,0.0
A,49,Yes,No,Yes,No,No,50000.0,1400000.0,2500000.0,4.0,Have now,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,Yes,Yes,Yes,Yes,Unknown,Never had,Have now,Never had,Unknown,6.0,Never had,Never had,Unknown,Never had,Never had,3.0,1,1,1.75,2.0,1.0,0.0,0.0,1.0,0.0,2.0,98.0,0.4,0.43999999999982403,0.0,0.0,49,49,0,0,1.0,0.0,2550000.0,1.7857130102049927,1,1,1,1.0,1,2.0
A,38,Yes,No,Yes,No,No,66000.0,105600.0,762000.0,7.0,Never had,Never had,0,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Unknown,Yes,Never had,Never had,Have now,Unknown,0.0,Never had,Never had,Unknown,Never had,Never had,3.0,1,0,1.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8614173228335152,0.0,0.0,38,38,0,0,0.0,0.0,828000.0,7.21584075908372,1,1,1,1.0,1,0.0
A,36,Yes,Yes,No,No,Yes,8000.0,12000.0,20000.0,3.0,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Yes,Yes,Never had,Never had,Have now,Unknown,7.0,Never had,Never had,Unknown,Never had,Never had,0.0,2,0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39999999998,0.0,0.0,36,36,0,0,0.0,0.0,28000.0,1.6665277893508874,0,1,1,2.0,0,0.0
C,33,Yes,No,No,No,No,500000.0,36000.0,50000.0,3.0,Unknown,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,No,No,Unknown,Yes,No,Yes,Never had,Never had,Never had,No,,Unknown,Unknown,No,Never had,Never had,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.2799999999944,0.0,0.0,99,0,0,33,0.0,0.0,550000.0,1.3888503097136191,1,0,1,0.8,0,0.0
B,59,Yes,Yes,No,Yes,Yes,250.0,100.0,400.0,5.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.5,2.0,,,,0.0,,0.0,0.0,0.0,0.749999998125,,0.0,118,0,59,0,,,650.0,3.9603960396039604,0,0,1,0.9,0,0.0
A,37,Yes,No,No,No,Yes,5000.0,5000.0,10000.0,11.0,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,11.0,Never had,Never had,Unknown,Never had,Never had,0.0,1,0,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49999999995,0.0,0.0,37,37,0,0,0.0,0.0,15000.0,1.9996000799840032,1,0,1,1.0,0,0.0
C,35,Don’t know or N/A,No,Yes,No,No,1350000.0,200000.0,45000.0,5.0,Unknown,Never had,No,Yes,Male,"Yes, sometimes",No,Never had,No,No,No,No,Unknown,Yes,No,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,105,0,0,35,0.0,0.0,1395000.0,0.22499887500562496,1,0,0,0.0,0,0.0
C,30,No,No,No,Yes,Yes,100000.0,360000.0,520000.0,3.0,Unknown,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Have now,Never had,1.0,0,0,1.5,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.30769230769171596,0.0,0.0,90,0,0,30,0.0,0.0,620000.0,1.444440432109911,1,0,1,0.0,0,0.0
C,44,Yes,Yes,No,Don't know,Yes,5100000.0,20000000.0,56000000.0,4.0,Unknown,Have now,Yes,No,Male,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,Unknown,Don't know,Yes,No,Never had,Never had,Have now,No,,Unknown,Unknown,No,Unknown,Unknown,2.0,2,0,1.25,4.0,0.0,,,,0.0,0.0,0.0,0.0,0.6428571428571314,0.0,0.0,132,0,0,44,0.0,0.0,61100000.0,2.799999860000007,1,1,1,1.6,0,0.0
A,58,Yes,Yes,No,No,No,8000.0,4900.0,8000.0,8.0,Never had,Have now,Yes,No,Female,"Yes, sometimes",Yes,Never had,No,No,No,No,No,Yes,Unknown,Yes,Never had,Never had,Never had,Unknown,11.0,Never had,Never had,Unknown,Never had,Never had,1.0,1,0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3874999999515625,0.0,0.0,58,58,0,0,0.0,0.0,16000.0,1.6323199347072026,1,0,1,1.0,0,0.0
A,45,Yes,No,No,Yes,Yes,1000.0,2200.0,3400.0,2.0,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,Unknown,8.0,Never had,Never had,Unknown,Never had,Never had,0.0,2,0,1.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352941176366782,1.0,0.029411764697231835,45,45,0,0,0.0,0.0,4400.0,1.5447523852794185,2,0,2,2.0,0,0.0
D,41,Yes,Yes,No,Don't know,Don't know,20.0,120.0,720.0,1.0,Never had,Have now,Unknown,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,0.0,Never had,Never had,Yes,Unknown,Unknown,1.0,1,0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833333332175926,,0.0,164,0,0,0,0.0,0.0,740.0,5.950413223140496,1,0,1,0.7,0,0.0
A,31,Yes,No,Yes,No,Yes,1000.0,36000.0,144000.0,1.0,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,Unknown,4.0,Never had,Have now,Unknown,Never had,Never had,3.0,1,1,1.5,2.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,0.2,0.7499999999947916,0.0,0.0,31,31,0,0,0.0,0.0,145000.0,3.999888891975223,1,0,1,1.0,1,1.0
D,25,Yes,No,No,Yes,Yes,20.0,420.0,600.0,1.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,6.0,Never had,Never had,Unknown,Unknown,Unknown,1.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999995,,0.0,100,0,0,0,0.0,0.0,620.0,1.4251781472684086,1,0,1,0.0,0,0.0
A,49,Don’t know or N/A,No,No,No,Yes,17000.0,800.0,2000.0,5.0,Never had,Never had,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,No,No,Yes,Don’t know or N/A,Yes,Yes,Never had,Never had,Have now,Unknown,3.0,Never had,Never had,Unknown,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999999997,0.0,0.0,49,49,0,0,0.0,0.0,19000.0,2.4968789013732833,0,1,1,1.0,0,0.0
A,52,No,No,No,Yes,No,8000.0,35000.0,50000.0,4.0,Have now,Have now,Yes,No,Male,No,Yes,Used to have but don’t have now,"Yes, always",No,Yes,Yes,Yes,Yes,Unknown,Unknown,Never had,Have now,Have now,Unknown,5.0,Have now,Have now,Unknown,Never had,Never had,3.0,3,3,1.5,6.0,1.0,1.0,1.0,1.0,1.0,5.0,260.0,1.0,0.299999999994,0.0,0.0,52,52,0,0,1.0,0.0,58000.0,1.4285306134110454,0,2,2,3.0,0,5.0
B,41,Yes,No,No,No,No,97.0,97.0,97.0,5.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Used to have but don’t have now,Have now,Have now,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,3,0,1.25,6.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,82,0,41,0,,,194.0,0.9897959183673469,0,2,1,2.7,0,0.0
B,34,Yes,No,No,No,Yes,2000.0,800.0,3500.0,12.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.7714285712081633,,0.0,68,0,34,0,,,5500.0,4.369538077403246,0,0,1,0.9,0,0.0
A,27,No,No,No,Yes,Yes,3500.0,10000.0,18000.0,0.0,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Unknown,Yes,Never had,Never had,Never had,Unknown,7.0,Never had,Never had,Unknown,Never had,Never had,3.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444444441975306,0.0,0.0,27,27,0,0,0.0,0.0,21500.0,1.7998200179982002,1,0,1,0.0,0,0.0
C,45,Yes,No,No,No,No,1500000.0,250000.0,400000.0,19.0,Unknown,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.37499999999906247,0.0,0.0,135,0,0,45,0.0,0.0,1900000.0,1.5999936000255999,1,0,1,0.8,0,0.0
C,61,Yes,No,No,Don't know,Yes,1000000.0,60000.0,14000000.0,10.0,Unknown,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,No,Yes,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,1.5,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.9957142857142146,0.0,0.0,183,0,0,61,0.0,0.0,15000000.0,233.32944450925817,1,0,1,0.8,0,0.0
A,29,Yes,No,No,Yes,Yes,600.0,700.0,150.0,0.0,Never had,Used to have but don’t have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Don't know,Yes,Yes,Unknown,Never had,Never had,Never had,Unknown,5.0,Never had,Never had,Unknown,Never had,Never had,1.0,0,0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,29,29,0,0,0.0,0.0,750.0,0.21398002853067047,1,0,0,0.0,0,0.0
B,41,Yes,No,No,Yes,Yes,500.0,600.0,1000.0,10.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Used to have but don’t have now,Have now,Have now,Unknown,,Unknown,Unknown,No,Have now,Used to have but don’t have now,0.0,3,0,1.25,6.0,,,,0.0,,0.0,0.0,0.0,0.3999999996,0.0,0.0,82,0,41,0,,,1500.0,1.663893510815308,0,2,2,2.7,0,0.0
B,40,Yes,Yes,No,No,No,800.0,30.0,3000.0,1.0,Never had,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,Yes,Used to have but don’t have now,Used to have but don’t have now,0.0,0,0,1.5,0.0,,,,0.0,,0.0,0.0,0.0,0.9899999996700001,,0.0,80,0,40,0,,,3800.0,96.7741935483871,0,0,1,0.0,0,0.0
D,49,Yes,Yes,Don’t know,No,Yes,100.0,1800.0,3600.0,4.0,Never had,Unknown,Unknown,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,3.0,Never had,Never had,Unknown,Unknown,Unknown,0.0,0,0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999998611111,,0.0,196,0,0,0,0.0,0.0,3700.0,1.9988895058300944,1,0,1,0.0,0,0.0
B,29,Yes,No,Yes,No,Yes,97.0,97.0,97.0,6.0,Never had,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Yes,Yes,Used to have but don’t have now,Have now,Have now,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,2,0,1.25,4.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,58,0,29,0,,,194.0,0.9897959183673469,0,2,1,1.8,0,0.0
D,54,Yes,Yes,No,Yes,Yes,100.0,1200.0,2400.0,4.0,Never had,Unknown,Unknown,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,1.0,Used to have but don’t have now,Used to have but don’t have now,Unknown,Unknown,Unknown,0.0,0,0,1.5,0.0,0.0,1.0,1.0,0.0,0.0,2.0,108.0,0.4,0.4999999997916667,,0.0,216,0,0,0,0.0,0.0,2500.0,1.9983347210657785,1,0,1,0.0,0,1.4
C,28,Don’t know or N/A,Yes,No,No,No,600000.0,300000.0,580000.0,1.0,Unknown,Have now,Yes,Yes,Female,No,No,Never had,Yes,No,Yes,No,Unknown,Don't know,Yes,No,Never had,Never had,Never had,Yes,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,1,0,0.75,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.4827586206888228,0.0,0.0,84,0,0,28,0.0,0.0,1180000.0,1.9333268889103703,0,0,1,0.8,0,0.0
B,43,Yes,No,No,No,No,300.0,300.0,600.0,4.0,Never had,Have now,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,,Unknown,Unknown,No,Used to have but don’t have now,Used to have but don’t have now,0.0,1,0,1.25,2.0,,,,0.0,,0.0,0.0,0.0,0.49999999916666665,,0.0,86,0,43,0,,,900.0,1.9933554817275747,0,0,1,0.9,0,0.0
A,52,Yes,No,No,No,Yes,1000.0,5280.0,18000.0,3.0,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,Unknown,3.0,Never had,Never had,Unknown,Never had,Never had,0.0,2,0,1.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7066666666274074,1.0,0.005555555555246914,52,52,0,0,0.0,0.0,19000.0,3.408445370195039,2,0,2,2.0,0,0.0
C,35,No,Yes,No,Yes,No,168000.0,100000.0,2016000.0,5.0,Unknown,Never had,Yes,Yes,Male,No,No,Never had,No,No,No,No,Unknown,No,No,Yes,Never had,Never had,Never had,Yes,,Unknown,Unknown,No,Unknown,Unknown,1.0,0,0,1.25,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.950396825396354,0.0,0.0,105,0,0,35,0.0,0.0,2184000.0,20.15979840201598,0,0,1,0.0,0,0.0
C,21,Yes,Yes,No,Yes,Yes,65000.0,3000.0,7500.0,2.0,Unknown,Never had,Yes,Yes,Female,"Yes, always",Yes,Never had,Yes,Yes,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,2.0,0,0,2.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.59999999992,0.0,0.0,63,0,0,21,0.0,0.0,72500.0,2.4991669443518827,1,0,1,0.0,0,0.0
C,37,Don’t know or N/A,No,No,No,No,400000.0,6000.0,14000.0,2.0,Used to have but don’t have now,Have now,No,Yes,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,Unknown,Yes,Yes,No,Never had,Never had,Never had,No,,Never had,Never had,Yes,Unknown,Unknown,1.0,1,0,1.25,2.0,0.0,0.0,0.0,1.0,0.0,1.0,37.0,0.2,0.571428571387755,0.0,0.0,111,0,0,37,0.0,0.0,414000.0,2.3329445092484584,0,0,1,0.8,0,0.8
C,43,Yes,Yes,No,Yes,Yes,168000.0,420000.0,600000.0,12.0,Unknown,Have now,Yes,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,Unknown,Yes,No,No,Never had,Never had,Never had,No,,Unknown,Unknown,Yes,Unknown,Unknown,1.0,1,0,2.0,2.0,0.0,,,,0.0,0.0,0.0,0.0,0.2999999999995,0.0,0.0,129,0,0,43,0.0,0.0,768000.0,1.428568027218983,0,0,1,0.8,0,0.0
