ID,country,owner_age,attitude_stable_business_environment,attitude_worried_shutdown,compliance_income_tax,perception_insurance_doesnt_cover_losses,perception_cannot_afford_insurance,personal_income,business_expenses,business_turnover,business_age_years,motor_vehicle_insurance,has_mobile_money,current_problem_cash_flow,has_cellphone,owner_sex,offers_credit_to_customers,attitude_satisfied_with_achievement,has_credit_card,keeps_financial_records,perception_insurance_companies_dont_insure_businesses_like_yours,perception_insurance_important,has_insurance,covid_essential_service,attitude_more_successful_next_year,problem_sourcing_money,marketing_word_of_mouth,has_loan_account,has_internet_banking,has_debit_card,future_risk_theft_stock,business_age_months,medical_insurance,funeral_insurance,motivation_make_more_money,uses_friends_family_savings,uses_informal_lender,Target
ID_KQK173,D,54,Yes,No,No,Don't know,Don't know,100,240,1440,12,Never had,NA,NA,Yes,Male,No,No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,Yes,NA,NA,Low
ID_HKV9DT,A,69,Yes,Yes,No,No,Yes,9500,12800,36000,25,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,1,Never had,Have now,NA,Never had,Never had,Medium
ID_2HNSQL,C,21,Yes,Yes,No,Yes,Yes,35000,30000,65000,NA,NA,Have now,No,Yes,Male,No,Yes,Never had,Yes,Yes,Yes,No,NA,No,No,No,Never had,Never had,Never had,No,8,NA,NA,No,NA,NA,Low
ID_5PFBCE,A,50,Yes,No,No,No,Yes,11000,500,1000,3,Never had,Used to have but don’t have now,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, sometimes",No,No,No,Don't know,Yes,Yes,NA,Used to have but don’t have now,Never had,Never had,NA,1,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,Low
ID_Y22UBZ,D,44,Yes,No,No,Yes,Yes,30,864,1800,14,Never had,NA,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,2,Never had,Never had,NA,NA,NA,Low
ID_FE07S3,A,51,Yes,No,No,Yes,Yes,1500,700,600,11,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,No,Yes,No,No,No,Yes,Yes,NA,Never had,Never had,Never had,NA,1,Never had,Never had,NA,Never had,Never had,Low
ID_S3X23I,B,44,Yes,No,No,Don't know,Don't know,3500,500,1500,15,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_TB0Z6M,D,47,Yes,No,No,Don't know,Yes,450,2160,3840,2,Never had,NA,NA,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Don't know,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Have now,Have now,NA,NA,NA,Medium
ID_HR07N8,A,42,Yes,No,No,Yes,Yes,4500,5400,200000,8,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,3,Never had,Have now,NA,Used to have but don’t have now,Never had,Medium
ID_Y4XKSS,A,30,No,Yes,No,Yes,Yes,800,325,4400,5,Never had,Have now,0,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,No,NA,Yes,Used to have but don’t have now,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Used to have but don’t have now,Low
ID_V6LRLW,B,31,Yes,No,No,Yes,Yes,97,36,97,0,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_JWK6Z0,A,54,Yes,No,Yes,No,Yes,2500,5000,8000,25,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_0BG5M6,B,37,No,No,No,Yes,Yes,2000,100,500,6,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_NWI5FL,A,47,Yes,No,No,No,Yes,2500,3500,6000,2,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Used to have but don’t have now,Never had,Have now,NA,8,Never had,Never had,NA,Never had,Have now,Medium
ID_CJN6OC,A,42,Yes,No,No,No,Yes,2000,15600,36000,13,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,11,Never had,Have now,NA,Never had,Never had,High
ID_CW0DPD,B,33,No,No,No,Yes,Yes,97,97,97,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_I3DO70,A,33,Yes,No,No,Yes,Yes,5000,800,400,5,Never had,Have now,0,Yes,Female,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Have now,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Medium
ID_2Q9OJF,A,63,No,No,No,No,Yes,600,150,500,10,Never had,Never had,0,Yes,Female,No,No,Never had,No,No,Yes,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Low
ID_D93WD6,C,50,Don’t know or N/A,No,No,Yes,Yes,300000,150000,40000,15,NA,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,Yes,NA,NA,Medium
ID_E2FDZL,B,50,Yes,Yes,No,Yes,Yes,2400,520,1500,20,Never had,Have now,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_4L2E4F,A,31,Yes,Yes,Yes,Yes,Yes,7000,11000,17000,4,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Yes,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_D2ZU4N,A,45,No,Yes,Yes,No,No,5000,615300,20000,10,Never had,Have now,0,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,NA,NA,Never had,Never had,Have now,NA,11,Never had,Never had,NA,Used to have but don’t have now,Used to have but don’t have now,Medium
ID_HKBRJI,A,25,Yes,Yes,Yes,No,No,1000,5000,6000,0,Never had,Have now,Yes,No,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Don't know,Yes,Yes,NA,Never had,Never had,Never had,NA,10,Never had,Never had,NA,Never had,Never had,Low
ID_O2DE83,C,50,Yes,Yes,No,Don't know,Don't know,250000,600000,1100000,3,NA,Never had,No,No,Female,"Yes, sometimes",No,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,No,NA,NA,Medium
ID_TYQH05,D,36,Yes,Yes,No,No,No,500,1500,4500,3,Never had,NA,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,5,Never had,Never had,Yes,NA,NA,Low
ID_QWB9SL,B,48,No,Yes,No,Yes,Yes,97,97,97,11,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Low
ID_1P2K6M,C,32,Don’t know or N/A,Yes,No,Don't know,Don't know,60000,250000,720000,6,NA,Never had,No,No,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_RK2LBI,B,42,Yes,No,No,Don't know,Yes,800,60,500,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Medium
ID_VHGQK8,A,46,No,Yes,No,Yes,Yes,800,2000,3500,5,Never had,Have now,0,Yes,Female,"Yes, always",No,Never had,No,No,No,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,9,Never had,Never had,NA,Never had,Never had,Low
ID_D7SPLJ,C,26,Yes,Yes,No,No,No,78000,60000,1440000,NA,NA,Have now,No,Yes,Female,"Yes, always",No,Used to have but don't have now,Yes,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,4,NA,NA,Yes,NA,NA,Low
ID_AG281V,C,54,Don’t know or N/A,Yes,No,No,No,70000,40000,40000,12,NA,Have now,No,Yes,Male,"Yes, always",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_AX29W7,C,53,Don’t know or N/A,Yes,Yes,Don't know,Yes,80000,100000,3200000,NA,NA,Have now,No,Yes,Male,No,No,Have now,No,No,Yes,No,NA,Don't know,Yes,Yes,Never had,Have now,Have now,No,3,NA,NA,No,NA,NA,Low
ID_5N8CQP,A,68,Yes,No,No,Yes,Yes,7000,4000,7000,7,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Used to have but don’t have now,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_N3B8PF,A,59,Yes,No,Yes,Yes,Yes,10000,6000,12000,1,Never had,Have now,Yes,Yes,Male,No,No,Never had,"Yes, always",No,No,No,Don't know,Yes,Yes,NA,Never had,Never had,Never had,NA,5,Never had,Never had,NA,Never had,Never had,Low
ID_U65XNU,B,76,Yes,No,No,No,Yes,2000,200,400,2,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Used to have but don't have now,Medium
ID_T6HRCF,B,41,Yes,Yes,No,Don't know,Yes,3000,500,7500,19,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Have now,Have now,Medium
ID_CR2L6B,C,35,Don’t know or N/A,Yes,Yes,No,No,1000000,8500000,11000000,3,NA,Have now,No,Yes,Female,No,Yes,Never had,Yes,Don?t know / doesn?t apply,Yes,No,NA,Don't know,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_1WQQOQ,A,39,No,Yes,Yes,No,Yes,2500,2000,2500,7,Never had,Have now,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,No,No,Yes,NA,Never had,Never had,Never had,NA,11,Never had,Never had,NA,Never had,Used to have but don’t have now,Medium
ID_WFMAX9,A,25,Don’t know or N/A,No,No,Don't know,No,2500,2600,1000,0,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",Don't Know,Yes,No,No,Yes,Yes,NA,Used to have but don’t have now,Never had,Never had,NA,3,Never had,Never had,NA,Never had,Never had,Low
ID_S6Y04N,D,31,Yes,No,No,No,Yes,500,2880,4800,3,Never had,NA,NA,Yes,Female,No,Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_YHXSO7,A,38,No,Yes,No,Yes,Yes,2500,18000,22000,2,Have now,Have now,Yes,Yes,Female,No,No,Used to have but don’t have now,"Yes, always",Yes,Yes,No,No,No,NA,Yes,Used to have but don’t have now,Have now,Have now,NA,6,Used to have but don’t have now,Have now,NA,Never had,Used to have but don’t have now,Medium
ID_FFSAIF,D,62,Yes,No,No,Yes,Yes,70,480,960,1,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Never had,Yes,NA,NA,Low
ID_COJUQ9,D,35,Yes,No,No,Yes,Yes,100,600,960,8,Never had,NA,NA,Yes,Female,No,No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Have now,Yes,NA,NA,Medium
ID_30BF9S,C,29,Don’t know or N/A,Don’t know or N/A,No,Yes,No,120000,20000,120000,NA,NA,Never had,No,No,Male,No,No,Never had,No,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,3,NA,NA,No,NA,NA,Low
ID_SUL8SN,C,49,Don’t know or N/A,No,No,Don't know,Don't know,1500000,60000,18000000,4,NA,Have now,No,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,No,Yes,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_BMOI38,D,35,Yes,No,No,Don't know,Don't know,70,3000,3360,13,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Used to have but don't have now,NA,NA,NA,Medium
ID_IX9D20,D,22,Yes,No,No,No,No,1500,12000,18000,2,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, always",No,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_27QGJP,D,45,Yes,No,No,No,No,800,4560,9600,8,Never had,NA,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,Yes,NA,NA,Low
ID_2C1L9F,D,47,No,No,Don’t know,Don't know,Don't know,300,100,300,7,Never had,NA,Yes,Yes,Male,No,No,Never had,"Yes, sometimes",Don't know,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_2476TX,D,42,Yes,No,No,Don't know,Yes,50,180,360,1,Never had,NA,Yes,Yes,Female,No,No,Never had,No,Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,Yes,NA,NA,Medium
ID_F34GAD,A,53,Yes,No,No,No,No,7000,10000,50000,1,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",Yes,Yes,No,Don't know,Yes,NA,Yes,Never had,Never had,Never had,NA,10,Never had,Have now,NA,Never had,Never had,Medium
ID_6FI9LE,C,30,Don’t know or N/A,No,No,No,Yes,20000,30000,50000,4,NA,Have now,No,Yes,Female,"Yes, sometimes",No,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,Yes,NA,NA,NA,No,Have now,Never had,Low
ID_7SUFAH,D,43,No,No,No,No,Yes,90,432,7200,3,Never had,Have now,NA,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,2,Never had,Have now,Yes,NA,NA,Medium
ID_UBODS1,A,48,No,Yes,No,Yes,Yes,5000,42000,80000,5,Have now,Have now,0,Yes,Female,No,No,Never had,"Yes, always",Yes,Yes,Yes,No,No,NA,NA,Used to have but don’t have now,Have now,Have now,NA,9,Never had,Have now,NA,Never had,Never had,High
ID_Y6N7QL,B,39,No,Don’t know or N/A,No,Don't know,Yes,12500,2300,5000,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,No,Yes,NA,NA,NA,NA,NA,NA,NA,No,Have now,Used to have but don't have now,Medium
ID_BMAE38,A,42,Yes,No,No,Yes,Yes,1500,5000,7000,15,Never had,Never had,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,NA,Yes,Used to have but don’t have now,Have now,Have now,NA,5,Never had,Have now,NA,Never had,Never had,Medium
ID_UPO4JN,A,44,No,No,Yes,No,Yes,2500,3500,7000,15,Never had,Never had,Yes,Yes,Male,No,No,Never had,"Yes, always",Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,6,Never had,Never had,NA,Never had,Never had,Low
ID_L0KSJ7,D,55,No,Yes,No,No,Yes,100,1800,3000,1,Used to have but don’t have now,Have now,NA,Yes,Female,"Yes, sometimes",No,Used to have but don't have now,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,6,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,Medium
ID_I1DTTO,C,39,Don’t know or N/A,Yes,No,Don't know,Yes,25000,2500,2400000,5,NA,Never had,No,Yes,Female,No,No,Never had,No,Yes,Don?t know / doesn?t apply,No,NA,No,Yes,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_EQ8DH9,A,27,Yes,No,No,Yes,Yes,2000,600,3000,1,Never had,Never had,Yes,No,Female,"Yes, sometimes",No,Never had,No,Yes,No,No,Don't know,Yes,Yes,Yes,Never had,Never had,Never had,NA,8,Never had,Never had,NA,Never had,Never had,Low
ID_SKSO6D,B,75,No,No,No,No,Yes,97,97,97,39,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,Have now,Have now,Have now,NA,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_DGZ2SC,B,47,No,No,No,Don't know,No,1600,0,2500,19,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,Used to have but don't have now,Used to have but don't have now,Have now,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_GQYMH3,B,51,Yes,No,No,Don't know,Yes,200,500,900,4,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,Yes,NA,NA,NA,Yes,NA,NA,NA,Yes,Never had,Used to have but don't have now,Medium
ID_HLTT7R,C,35,No,Yes,No,No,No,120000,5000,6000,6,NA,Have now,No,Yes,Female,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,Never had,Never had,Low
ID_3IW5LV,C,30,Don’t know or N/A,Yes,No,No,No,62000,10000,17000,NA,NA,Used to have but don't have now,No,Yes,Female,"Yes, always",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,No,4,NA,NA,Yes,Used to have but don't have now,Never had,Low
ID_A27DZW,D,43,Yes,No,No,Yes,Yes,80,960,3600,9,Never had,NA,NA,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,Yes,NA,NA,NA,NA,NA,NA,Yes,0,Never had,Never had,NA,NA,NA,Low
ID_4LTYYT,B,36,Yes,No,No,No,Yes,97,800,97,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,NA,NA,NA,NA,Yes,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Low
ID_BG8R88,D,54,Yes,No,No,No,Yes,50,960,2400,3,Never had,NA,NA,No,Male,No,Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,10,Never had,Never had,Yes,NA,NA,Low
ID_Z1LK4K,C,37,No,No,Yes,Don't know,No,600000,1400000,7200000,2,NA,Never had,No,No,Male,"Yes, sometimes",Don't know,Never had,No,Don?t know / doesn?t apply,Yes,No,NA,Yes,Yes,No,Never had,Never had,Have now,No,NA,NA,NA,No,NA,NA,Low
ID_AAG3DU,D,62,Yes,No,No,No,Yes,80,480,720,2,Never had,NA,Yes,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_0B69C4,A,42,Yes,No,Yes,No,No,14000,5000,200000,13,Never had,Never had,0,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Have now,NA,5,Never had,Have now,NA,Used to have but don’t have now,Never had,Medium
ID_DPFVHF,B,53,No,No,No,Don't know,Don't know,1500,600,1500,8,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Don't know,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Medium
ID_5L02MO,B,56,Yes,No,No,Don't know,Yes,450,60,500,1,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Used to have but don't have now,Used to have but don't have now,Medium
ID_1GTDY1,D,29,Yes,Yes,No,No,Yes,350,14400,21600,2,Never had,NA,NA,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,4,Never had,Never had,NA,NA,NA,Low
ID_KUZU9S,B,29,No,No,No,Don't know,Don't know,0,5400,2000,0,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Don't know,Yes,Yes,Yes,NA,NA,NA,Yes,NA,NA,NA,No,Have now,Used to have but don't have now,Medium
ID_XNQDZ9,B,65,No,Yes,No,Yes,Yes,200,100,200,2,Never had,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,No,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,No,Have now,Never had,Medium
ID_E7Y68U,D,26,Yes,No,Don’t know,Don't know,Don't know,50,NA,NA,4,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_0N330P,B,37,Yes,Yes,No,Don't know,Don't know,97,500,97,5,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,No,Never had,Used to have but don't have now,Low
ID_EL77XD,D,68,No,No,No,Don't know,Don't know,70,600,1200,4,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, sometimes",Don't know,Do not know / N‎/A,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,Yes,NA,NA,Low
ID_LWDIJV,C,36,Don’t know or N/A,Yes,No,No,Yes,30000,12000,25000,10,NA,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Low
ID_C50B8Y,A,38,Yes,No,No,Yes,Yes,2000,12800,25000,3,Never had,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Have now,Have now,Never had,NA,5,Never had,Never had,NA,Have now,Used to have but don’t have now,Medium
ID_NLYDJI,B,56,Yes,No,No,Don't know,No,6500,150,1500,3,Never had,Have now,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,No,NA,Have now,Used to have but don't have now,Have now,Yes,NA,NA,NA,Yes,Used to have but don't have now,Used to have but don't have now,Low
ID_LN5W71,D,65,Yes,No,No,No,Don't know,1000,2000,3000,22,Never had,NA,NA,Yes,Male,No,Yes,Don't know,"Yes, sometimes",No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Have now,Used to have but don't have now,NA,NA,NA,Medium
ID_1H84YC,D,45,Don’t know or N/A,Don’t know or N/A,No,Don't know,Don't know,300,1800,2400,3,Never had,NA,NA,Yes,Female,No,No,Never had,No,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_2IAU1Q,D,40,Yes,No,No,No,Yes,600,3000,7200,3,Have now,NA,NA,Yes,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,0,Have now,Have now,NA,NA,NA,High
ID_UUZPEA,A,45,Yes,No,No,No,No,18000,55000,85000,11,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, always",No,Yes,No,No,Yes,Yes,Yes,Never had,Have now,Have now,NA,2,Never had,Have now,NA,Used to have but don’t have now,Never had,High
ID_XF445C,A,65,Yes,No,Yes,Yes,Yes,2200,3500,6000,5,Never had,Used to have but don’t have now,0,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Used to have but don’t have now,NA,0,Never had,Never had,NA,Never had,Never had,Low
ID_YRA65E,C,45,Yes,No,Yes,No,No,100000,75000,150000,15,NA,Never had,Yes,Yes,Male,No,Yes,Never had,Yes,No,Yes,Yes,NA,Yes,Yes,No,Never had,Never had,Never had,Yes,NA,NA,NA,Yes,NA,NA,Medium
ID_G6CDDO,C,34,Don’t know or N/A,No,No,No,Yes,80000,30000,40000,NA,NA,Never had,No,No,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,No,NA,Yes,Yes,No,Never had,Never had,Have now,No,4,NA,NA,Yes,NA,NA,Low
ID_3NVXRY,D,49,Yes,Yes,No,Don't know,Don't know,50,480,120,10,Never had,NA,NA,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Don't know,No,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
ID_NP2HXS,D,56,Yes,No,No,No,Yes,500,1800,6000,12,Never had,NA,NA,Yes,Male,No,Yes,Never had,No,No,Yes,No,Yes,NA,NA,NA,NA,NA,NA,No,0,Never had,Have now,NA,NA,NA,Medium
ID_R44JSM,D,25,No,Yes,No,Yes,No,10000,2400,6000,2,Used to have but don’t have now,Have now,NA,Yes,Female,"Yes, sometimes",Yes,Used to have but don't have now,"Yes, sometimes",Yes,Yes,No,No,NA,NA,NA,NA,NA,NA,No,1,Used to have but don't have now,Used to have but don't have now,NA,NA,NA,Medium
ID_VVOPNC,D,27,Yes,Yes,No,No,Yes,300,2880,3600,4,Never had,NA,NA,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,4,Never had,Have now,NA,NA,NA,Medium
ID_JSP49C,A,38,Yes,Yes,No,Yes,Yes,1000,1000,2000,8,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,No,No,Yes,NA,Yes,Never had,Never had,Never had,NA,1,Never had,Have now,NA,Used to have but don’t have now,Never had,Medium
ID_88MMSX,C,37,Yes,Yes,No,Don't know,Don't know,1500000,120000,1500000,4,NA,Have now,No,No,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,NA,Yes,No,No,Never had,Never had,Never had,No,NA,NA,NA,Yes,NA,NA,Low
ID_SGIPPS,A,56,Yes,Yes,Yes,No,Yes,5000,6000,9800,5,Never had,Have now,Yes,No,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,No,No,Yes,Yes,Yes,Never had,Never had,Never had,NA,2,Never had,Never had,NA,Never had,Never had,Low
ID_STV3CI,D,52,Yes,Don’t know or N/A,No,Don't know,Don't know,100,720,1440,25,Never had,NA,NA,No,Female,"Yes, always",Yes,Never had,No,Don't know,No,No,No,NA,NA,NA,NA,NA,NA,No,0,Never had,Never had,NA,NA,NA,Low
